,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
5696,-12.314,135.968,327.3,3.1,1.7,2019-10-09,405,Aqua,MODIS,69,6.0NRT,304.2,59.4,D
5697,-21.22,116.26100000000001,342.7,1.7,1.3,2019-11-26,540,Aqua,MODIS,84,6.0NRT,320.5,46.2,D
5698,-14.294,126.822,348.0,1.1,1.1,2019-10-04,520,Aqua,MODIS,91,6.0NRT,309.6,41.5,D
5699,-30.857,123.693,313.8,1.9,1.4,2019-12-29,1405,Terra,MODIS,85,6.0NRT,299.6,19.5,N
5700,-16.011,124.809,319.4,1.0,1.0,2019-11-04,1710,Aqua,MODIS,98,6.0NRT,296.6,14.0,N
5701,-35.878,148.704,336.7,1.1,1.0,2020-01-02,0,Terra,MODIS,88,6.0NRT,306.8,36.8,D
5702,-35.296,150.158,327.1,2.6,1.6,2019-12-18,320,Aqua,MODIS,66,6.0NRT,299.5,70.3,D
5703,-37.448,149.19299999999998,305.7,1.4,1.2,2019-12-31,1530,Aqua,MODIS,46,6.0NRT,284.2,13.6,N
5704,-35.759,137.379,361.6,1.1,1.0,2020-01-11,1335,Terra,MODIS,100,6.0NRT,288.9,102.9,N
5705,-35.479,149.55,355.3,2.2,1.4,2019-12-04,2335,Terra,MODIS,97,6.0NRT,299.7,204.3,D
5706,-31.566999999999997,123.973,324.8,1.7,1.3,2019-11-09,215,Terra,MODIS,42,6.0NRT,310.7,17.2,D
5707,-15.664000000000001,127.49600000000001,339.5,2.4,1.5,2019-12-03,120,Terra,MODIS,85,6.0NRT,302.2,89.4,D
5708,-29.363000000000003,151.695,350.7,1.8,1.3,2019-11-16,320,Aqua,MODIS,94,6.0NRT,314.9,105.9,D
5709,-31.404,123.697,378.1,1.0,1.0,2019-11-10,535,Aqua,MODIS,0,6.0NRT,333.3,69.8,D
5710,-14.472999999999999,130.984,342.3,2.1,1.4,2019-10-20,520,Aqua,MODIS,72,6.0NRT,320.5,59.2,D
5711,-32.533,150.261,400.5,1.1,1.1,2020-01-04,405,Aqua,MODIS,100,6.0NRT,319.1,280.5,D
5712,-26.541999999999998,150.75799999999998,302.9,1.1,1.0,2019-12-04,1235,Terra,MODIS,35,6.0NRT,290.7,6.1,N
5713,-35.775,136.67600000000002,369.5,1.1,1.0,2020-01-03,500,Aqua,MODIS,99,6.0NRT,318.6,97.0,D
5714,-31.538,151.8,308.3,1.0,1.0,2019-10-08,1240,Terra,MODIS,74,6.0NRT,282.5,11.0,N
5715,-12.751,135.32,363.0,1.6,1.3,2019-10-21,140,Terra,MODIS,100,6.0NRT,317.0,143.7,D
5716,-37.385,147.70600000000002,365.1,1.6,1.3,2019-12-30,345,Aqua,MODIS,100,6.0NRT,285.0,177.5,D
5717,-13.408,132.703,320.7,3.1,1.7,2019-12-20,200,Terra,MODIS,58,6.0NRT,292.8,55.0,D
5718,-33.255,150.219,310.8,1.2,1.1,2019-12-08,1525,Aqua,MODIS,55,6.0NRT,287.9,14.7,N
5719,-29.989,151.434,363.5,1.8,1.3,2019-11-08,410,Aqua,MODIS,100,6.0NRT,312.3,179.8,D
5720,-31.479,151.30700000000002,324.7,1.6,1.3,2019-12-30,1445,Aqua,MODIS,100,6.0NRT,293.0,44.7,N
5721,-34.928000000000004,150.485,371.1,1.1,1.0,2019-12-31,10,Terra,MODIS,100,6.0NRT,314.9,115.6,D
5722,-36.298,149.702,375.9,1.3,1.1,2019-12-30,1310,Terra,MODIS,100,6.0NRT,304.4,189.2,N
5723,-15.742,144.167,305.4,1.0,1.0,2019-11-18,1545,Aqua,MODIS,56,6.0NRT,289.8,5.5,N
5724,-30.655,152.14,310.4,1.2,1.1,2019-12-09,1250,Terra,MODIS,80,6.0NRT,290.1,15.0,N
5725,-33.391,150.458,306.9,1.3,1.1,2019-12-07,1305,Terra,MODIS,70,6.0NRT,287.2,11.9,N
5726,-37.259,149.556,337.0,1.1,1.0,2020-01-11,410,Aqua,MODIS,67,6.0NRT,297.1,32.3,D
5727,-11.655,142.39700000000002,320.0,1.0,1.0,2019-10-07,415,Aqua,MODIS,40,6.0NRT,295.6,7.6,D
5728,-15.449000000000002,134.825,307.3,2.5,1.5,2019-10-31,1555,Aqua,MODIS,71,6.0NRT,294.5,23.0,N
5729,-33.126999999999995,148.07399999999998,339.7,1.2,1.1,2020-01-02,415,Aqua,MODIS,59,6.0NRT,325.3,13.9,D
5730,-29.189,151.503,352.0,1.9,1.3,2019-11-08,410,Aqua,MODIS,95,6.0NRT,311.7,126.7,D
5731,-26.045,151.046,328.2,1.0,1.0,2019-10-04,340,Aqua,MODIS,74,6.0NRT,311.7,13.4,D
5732,-22.17,117.12799999999999,357.2,1.6,1.3,2019-12-20,205,Terra,MODIS,98,6.0NRT,317.6,111.4,D
5733,-37.389,147.612,315.0,3.3,1.7,2019-12-18,1600,Aqua,MODIS,90,6.0NRT,291.0,74.5,N
5734,-20.884,136.809,331.5,3.1,1.7,2019-12-27,30,Terra,MODIS,52,6.0NRT,308.0,51.2,D
5735,-31.365,151.249,334.3,1.0,1.0,2019-12-21,350,Aqua,MODIS,65,6.0NRT,310.1,19.0,D
5736,-32.378,123.198,406.6,1.2,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,329.7,353.2,D
5737,-33.407,150.127,317.7,1.0,1.0,2019-12-17,1515,Aqua,MODIS,43,6.0NRT,286.2,17.2,N
5738,-32.664,122.36200000000001,389.3,1.9,1.4,2020-01-08,520,Aqua,MODIS,100,6.0NRT,317.8,465.8,D
5739,-29.296999999999997,152.57,320.1,3.2,1.7,2019-11-08,1155,Terra,MODIS,93,6.0NRT,294.7,83.3,N
5740,-33.288000000000004,150.075,306.1,1.0,1.0,2019-12-17,1515,Aqua,MODIS,30,6.0NRT,285.4,8.5,N
5741,-30.02,150.957,319.8,4.7,2.0,2019-12-15,2315,Terra,MODIS,71,6.0NRT,303.3,62.1,D
5742,-35.584,150.171,318.4,2.0,1.4,2019-12-04,2335,Terra,MODIS,20,6.0NRT,295.8,29.2,D
5743,-28.473000000000003,128.86700000000002,337.5,2.0,1.4,2019-10-10,200,Terra,MODIS,84,6.0NRT,316.3,55.8,D
5744,-37.423,148.523,360.6,1.8,1.3,2019-12-30,1445,Aqua,MODIS,100,6.0NRT,289.6,0.0,N
5745,-14.433,130.918,311.2,1.0,1.0,2019-10-21,1350,Terra,MODIS,80,6.0NRT,294.4,7.9,N
5746,-37.629,148.534,319.5,1.0,1.0,2020-01-01,1255,Terra,MODIS,99,6.0NRT,288.1,16.8,N
5747,-18.158,123.49700000000001,330.6,2.9,1.6,2019-12-27,455,Aqua,MODIS,43,6.0NRT,305.5,39.4,D
5748,-33.145,150.828,315.2,1.3,1.1,2019-12-02,2345,Terra,MODIS,9,6.0NRT,301.5,8.8,D
5749,-36.368,147.753,327.2,1.0,1.0,2020-01-11,1510,Aqua,MODIS,100,6.0NRT,286.4,26.7,N
5750,-37.739000000000004,148.167,356.5,1.1,1.0,2019-12-30,1310,Terra,MODIS,100,6.0NRT,288.1,0.0,N
5751,-35.102,150.399,383.4,1.1,1.0,2019-12-19,400,Aqua,MODIS,100,6.0NRT,292.5,179.2,D
5752,-33.17,150.842,331.1,1.9,1.3,2019-12-04,30,Terra,MODIS,72,6.0NRT,302.6,51.5,D
5753,-32.562,150.597,309.2,1.7,1.3,2019-12-30,1445,Aqua,MODIS,65,6.0NRT,296.3,13.2,N
5754,-15.782,129.276,335.6,1.3,1.1,2019-11-18,450,Aqua,MODIS,59,6.0NRT,315.1,21.9,D
5755,-36.022,149.812,326.8,1.1,1.0,2020-01-03,1245,Terra,MODIS,63,6.0NRT,292.8,24.9,N
5756,-31.315,152.756,309.5,1.0,1.0,2019-11-02,1235,Terra,MODIS,78,6.0NRT,290.2,9.5,N
5757,-36.639,140.078,341.4,4.8,2.0,2019-12-30,345,Aqua,MODIS,45,6.0NRT,274.6,325.0,D
5758,-12.817,143.339,334.5,1.3,1.1,2019-11-15,420,Aqua,MODIS,49,6.0NRT,307.2,25.0,D
5759,-15.568,144.278,345.9,1.4,1.2,2019-11-28,350,Aqua,MODIS,90,6.0NRT,305.9,63.5,D
5760,-28.089000000000002,129.088,391.3,2.6,1.6,2019-12-20,205,Terra,MODIS,100,6.0NRT,311.6,763.2,D
5761,-19.246,139.437,344.5,1.1,1.0,2019-12-16,50,Terra,MODIS,86,6.0NRT,315.2,33.7,D
5762,-14.607000000000001,142.862,369.7,1.3,1.1,2019-12-14,100,Terra,MODIS,100,6.0NRT,311.9,145.9,D
5763,-36.354,149.746,440.4,1.6,1.2,2019-12-30,1445,Aqua,MODIS,100,6.0NRT,312.5,0.0,N
5764,-33.196999999999996,150.15200000000002,313.2,1.6,1.2,2019-12-29,1225,Terra,MODIS,36,6.0NRT,296.5,17.4,N
5765,-21.487,140.82399999999998,338.6,1.6,1.2,2019-12-27,30,Terra,MODIS,81,6.0NRT,306.5,45.6,D
5766,-26.986,125.896,342.1,1.4,1.2,2019-12-10,130,Terra,MODIS,84,6.0NRT,315.1,41.2,D
5767,-25.767,129.851,338.5,3.6,1.8,2019-12-27,210,Terra,MODIS,58,6.0NRT,317.0,85.2,D
5768,-35.811,148.056,362.5,1.0,1.0,2019-12-31,10,Terra,MODIS,87,6.0NRT,289.9,78.3,D
5769,-21.459,119.398,363.6,2.0,1.4,2019-10-27,240,Terra,MODIS,100,6.0NRT,313.5,209.3,D
5770,-37.554,148.442,412.5,1.1,1.0,2019-12-30,1310,Terra,MODIS,100,6.0NRT,291.7,0.0,N
5771,-16.081,141.797,332.0,2.2,1.4,2019-12-04,25,Terra,MODIS,60,6.0NRT,307.5,39.7,D
5772,-36.464,149.976,322.5,1.0,1.0,2020-01-02,0,Terra,MODIS,77,6.0NRT,293.3,19.1,D
5773,-12.347999999999999,132.747,358.1,1.0,1.0,2019-10-01,450,Aqua,MODIS,98,6.0NRT,316.8,63.7,D
5774,-30.831,151.916,321.9,1.0,1.0,2019-11-16,1245,Terra,MODIS,95,6.0NRT,287.6,20.4,N
5775,-16.46,137.597,308.6,1.3,1.1,2019-12-21,1625,Aqua,MODIS,63,6.0NRT,291.5,9.9,N
5776,-32.589,150.313,347.4,1.2,1.1,2019-12-06,15,Terra,MODIS,92,6.0NRT,306.0,56.1,D
5777,-17.025,143.463,321.8,1.2,1.1,2019-10-11,1315,Terra,MODIS,100,6.0NRT,296.2,22.9,N
5778,-29.217,152.708,322.4,4.0,1.9,2019-12-06,255,Aqua,MODIS,40,6.0NRT,307.5,52.4,D
5779,-27.099,129.252,329.4,1.4,1.2,2019-10-25,115,Terra,MODIS,70,6.0NRT,310.7,19.9,D
5780,-29.854,152.459,320.1,1.0,1.0,2019-11-08,1510,Aqua,MODIS,57,6.0NRT,293.4,12.5,N
5781,-15.69,144.50799999999998,317.5,2.3,1.5,2019-10-19,10,Terra,MODIS,56,6.0NRT,295.1,22.3,D
5782,-37.727,149.373,504.3,2.2,1.4,2019-12-29,1540,Aqua,MODIS,100,6.0NRT,400.1,5400.4,N
5783,-28.583000000000002,152.298,330.1,1.1,1.1,2019-12-21,350,Aqua,MODIS,25,6.0NRT,312.7,10.4,D
5784,-41.575,147.842,332.9,4.2,1.9,2020-01-03,320,Aqua,MODIS,81,6.0NRT,293.9,213.9,D
5785,-30.855999999999998,152.418,421.3,2.0,1.4,2019-11-08,410,Aqua,MODIS,100,6.0NRT,310.1,1042.0,D
5786,-36.585,149.562,371.6,1.6,1.3,2019-12-30,1445,Aqua,MODIS,100,6.0NRT,307.4,239.0,N
5787,-28.525,153.382,313.8,1.0,1.0,2019-11-10,1455,Aqua,MODIS,88,6.0NRT,288.4,14.3,N
5788,-15.22,127.37100000000001,356.4,1.5,1.2,2019-11-15,130,Terra,MODIS,97,6.0NRT,319.2,88.2,D
5789,-31.694000000000003,132.894,377.9,2.5,1.5,2020-01-02,1655,Aqua,MODIS,100,6.0NRT,300.7,546.0,N
5790,-17.371,143.97899999999998,314.2,1.1,1.1,2019-12-18,1555,Aqua,MODIS,88,6.0NRT,297.5,10.9,N
5791,-19.412,143.346,349.6,1.7,1.3,2019-12-31,430,Aqua,MODIS,92,6.0NRT,315.2,92.4,D
5792,-21.465999999999998,119.456,335.1,2.0,1.4,2019-10-27,240,Terra,MODIS,36,6.0NRT,316.4,41.1,D
5793,-30.881999999999998,151.951,368.7,1.1,1.1,2019-11-13,10,Terra,MODIS,100,6.0NRT,307.7,117.5,D
5794,-34.215,149.998,323.6,2.2,1.4,2019-12-28,1320,Terra,MODIS,91,6.0NRT,291.9,57.8,N
5795,-32.152,121.661,317.4,1.6,1.3,2019-12-19,1645,Aqua,MODIS,82,6.0NRT,293.9,29.0,N
5796,-34.272,150.275,304.0,2.3,1.5,2019-12-29,1540,Aqua,MODIS,17,6.0NRT,280.6,21.8,N
5797,-32.566,150.21200000000002,312.1,1.6,1.2,2019-12-30,1310,Terra,MODIS,84,6.0NRT,296.4,16.4,N
5798,-31.45,151.836,337.8,1.1,1.0,2019-12-04,1235,Terra,MODIS,100,6.0NRT,293.9,42.1,N
5799,-37.06,146.986,349.4,1.6,1.2,2020-01-04,1325,Terra,MODIS,100,6.0NRT,283.6,111.6,N
5800,-15.485,126.625,363.8,3.4,1.7,2019-10-03,440,Aqua,MODIS,100,6.0NRT,320.1,452.2,D
5801,-16.319000000000003,141.409,334.1,1.4,1.2,2019-12-02,35,Terra,MODIS,67,6.0NRT,308.2,20.4,D
5802,-14.047,133.326,313.7,1.0,1.0,2019-10-14,1345,Terra,MODIS,78,6.0NRT,297.0,10.5,N
5803,-33.606,150.371,318.7,1.0,1.0,2019-12-19,1505,Aqua,MODIS,62,6.0NRT,289.5,16.5,N
5804,-32.693000000000005,150.118,313.8,2.5,1.5,2019-12-28,1320,Terra,MODIS,87,6.0NRT,295.0,38.7,N
5805,-31.546999999999997,151.703,311.9,1.0,1.0,2019-12-10,1510,Aqua,MODIS,73,6.0NRT,290.9,10.9,N
5806,-33.225,150.496,329.9,2.1,1.4,2019-11-18,2335,Terra,MODIS,51,6.0NRT,302.1,52.8,D
5807,-28.428,129.67600000000002,341.6,1.0,1.0,2019-10-06,505,Aqua,MODIS,84,6.0NRT,313.6,28.5,D
5808,-34.78,117.406,498.4,1.4,1.2,2019-11-08,550,Aqua,MODIS,100,6.0NRT,400.1,2548.5,D
5809,-33.104,123.515,411.6,1.3,1.2,2019-12-14,525,Aqua,MODIS,100,6.0NRT,331.6,477.5,D
5810,-18.21,143.013,313.4,1.0,1.0,2020-01-03,1555,Aqua,MODIS,87,6.0NRT,295.9,9.0,N
5811,-14.929,127.32600000000001,305.8,1.7,1.3,2019-11-11,1715,Aqua,MODIS,63,6.0NRT,294.7,10.3,N
5812,-30.901999999999997,152.04399999999998,328.6,1.2,1.1,2019-10-29,335,Aqua,MODIS,68,6.0NRT,282.4,26.6,D
5813,-37.176,148.221,398.7,1.1,1.0,2019-12-30,1310,Terra,MODIS,100,6.0NRT,305.5,0.0,N
5814,-36.121,149.498,362.5,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,310.5,79.1,D
5815,-17.916,142.567,390.0,1.1,1.1,2019-12-18,35,Terra,MODIS,100,6.0NRT,314.8,212.0,D
5816,-37.644,148.123,415.7,1.1,1.0,2019-12-30,1310,Terra,MODIS,100,6.0NRT,325.1,0.0,N
5817,-31.385,152.378,308.6,1.1,1.0,2019-11-16,1245,Terra,MODIS,75,6.0NRT,287.8,10.7,N
5818,-29.999000000000002,151.40200000000002,326.8,1.0,1.0,2019-11-08,1510,Aqua,MODIS,40,6.0NRT,285.8,24.3,N
5819,-12.817,136.091,362.1,1.2,1.1,2019-11-11,445,Aqua,MODIS,100,6.0NRT,317.5,87.9,D
5820,-27.378,150.939,350.1,1.2,1.1,2019-12-16,335,Aqua,MODIS,82,6.0NRT,317.4,48.9,D
5821,-36.495,148.02200000000002,319.0,1.0,1.0,2020-01-02,1515,Aqua,MODIS,44,6.0NRT,291.6,15.8,N
5822,-16.083,142.44,342.7,1.2,1.1,2019-12-18,35,Terra,MODIS,85,6.0NRT,309.0,35.2,D
5823,-27.746,128.148,339.9,2.9,1.6,2019-12-29,440,Aqua,MODIS,71,6.0NRT,299.7,77.7,D
5824,-31.373,151.221,323.7,2.5,1.5,2019-12-21,1315,Terra,MODIS,100,6.0NRT,296.0,70.5,N
5825,-35.949,149.537,330.2,1.1,1.0,2020-01-11,410,Aqua,MODIS,77,6.0NRT,301.3,24.0,D
5826,-31.478,151.321,309.6,2.0,1.4,2019-12-30,1310,Terra,MODIS,55,6.0NRT,292.2,21.1,N
5827,-37.46,147.623,321.4,2.1,1.4,2019-12-20,1230,Terra,MODIS,0,6.0NRT,300.0,39.6,N
5828,-37.649,148.049,321.0,1.0,1.0,2020-01-02,1520,Aqua,MODIS,100,6.0NRT,289.5,19.5,N
5829,-15.548,144.192,344.6,1.1,1.1,2019-11-08,415,Aqua,MODIS,88,6.0NRT,313.2,35.5,D
5830,-12.64,142.216,328.7,1.8,1.3,2019-11-12,350,Aqua,MODIS,52,6.0NRT,304.6,24.1,D
5831,-18.042,145.48,335.9,1.2,1.1,2019-12-20,25,Terra,MODIS,82,6.0NRT,297.3,33.3,D
5832,-11.806,130.912,321.1,2.7,1.6,2019-10-02,105,Terra,MODIS,23,6.0NRT,302.4,30.5,D
5833,-31.86,121.52,333.6,1.0,1.0,2020-01-01,1435,Terra,MODIS,100,6.0NRT,302.2,31.5,N
5834,-33.55,150.328,317.4,4.2,1.9,2019-12-15,2315,Terra,MODIS,15,6.0NRT,295.8,79.1,D
5835,-37.188,149.541,388.7,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,295.3,0.0,N
5836,-15.587,134.283,336.7,2.0,1.4,2019-10-14,420,Aqua,MODIS,58,6.0NRT,312.0,42.5,D
5837,-25.078000000000003,149.264,330.0,4.1,1.9,2019-12-07,100,Terra,MODIS,48,6.0NRT,304.9,117.5,D
5838,-37.427,148.142,392.9,1.1,1.0,2019-12-30,1310,Terra,MODIS,100,6.0NRT,319.6,229.6,N
5839,-30.901999999999997,152.68200000000002,335.3,2.0,1.4,2019-11-09,315,Aqua,MODIS,58,6.0NRT,293.3,86.1,D
5840,-36.802,146.709,340.1,1.0,1.0,2020-01-08,1300,Terra,MODIS,100,6.0NRT,293.3,44.5,N
5841,-29.915,153.201,333.2,1.4,1.2,2019-10-31,320,Aqua,MODIS,88,6.0NRT,281.9,50.3,D
5842,-18.476,123.834,368.3,1.8,1.3,2019-11-06,140,Terra,MODIS,100,6.0NRT,321.0,198.5,D
5843,-37.657,148.763,381.6,1.1,1.1,2020-01-02,415,Aqua,MODIS,100,6.0NRT,303.0,186.7,D
5844,-35.345,149.635,362.1,2.5,1.5,2019-12-06,435,Aqua,MODIS,100,6.0NRT,298.6,315.3,D
5845,-42.593,146.998,336.7,1.0,1.0,2020-01-02,415,Aqua,MODIS,83,6.0NRT,302.9,28.1,D
5846,-32.473,122.01299999999999,341.8,1.1,1.0,2020-01-02,555,Aqua,MODIS,78,6.0NRT,316.8,24.4,D
5847,-35.157,150.05,381.9,1.2,1.1,2019-12-30,345,Aqua,MODIS,94,6.0NRT,312.2,176.6,D
5848,-15.991,124.802,313.6,1.0,1.0,2019-11-04,1710,Aqua,MODIS,87,6.0NRT,296.9,9.3,N
5849,-21.719,145.55,328.7,1.0,1.0,2019-12-09,1255,Terra,MODIS,100,6.0NRT,298.9,25.0,N
5850,-30.824,123.538,387.8,3.3,1.7,2019-12-29,620,Aqua,MODIS,100,6.0NRT,316.5,922.2,D
5851,-32.299,123.337,441.1,1.1,1.1,2019-12-21,530,Aqua,MODIS,100,6.0NRT,340.7,702.0,D
5852,-12.484000000000002,136.342,325.8,1.3,1.1,2019-10-14,420,Aqua,MODIS,20,6.0NRT,304.5,10.5,D
5853,-31.666,151.86,337.2,1.4,1.2,2019-11-17,405,Aqua,MODIS,58,6.0NRT,304.3,44.5,D
5854,-31.041,152.207,315.0,1.2,1.1,2019-11-07,1250,Terra,MODIS,31,6.0NRT,294.8,12.9,N
5855,-14.765999999999998,125.652,349.0,1.0,1.0,2019-11-30,515,Aqua,MODIS,92,6.0NRT,313.4,37.2,D
5856,-28.221,129.82399999999998,340.5,1.8,1.3,2020-01-02,1340,Terra,MODIS,100,6.0NRT,284.5,98.7,N
5857,-33.021,150.525,323.3,1.1,1.0,2019-11-12,345,Aqua,MODIS,46,6.0NRT,305.7,11.7,D
5858,-31.035,123.969,391.6,2.3,1.5,2019-11-23,505,Aqua,MODIS,100,6.0NRT,316.1,646.9,D
5859,-17.275,143.57,308.7,1.2,1.1,2019-10-11,1315,Terra,MODIS,72,6.0NRT,296.3,8.5,N
5860,-14.193,132.842,380.8,1.0,1.0,2019-10-01,450,Aqua,MODIS,100,6.0NRT,327.1,127.6,D
5861,-31.336,151.832,334.2,1.0,1.0,2019-12-18,1245,Terra,MODIS,100,6.0NRT,294.4,33.8,N
5862,-36.353,147.743,308.5,2.2,1.4,2020-01-11,1335,Terra,MODIS,13,6.0NRT,285.2,27.5,N
5863,-29.458000000000002,152.143,338.3,1.0,1.0,2019-12-30,345,Aqua,MODIS,75,6.0NRT,310.3,26.6,D
5864,-16.822,143.15,338.7,1.4,1.2,2019-10-05,425,Aqua,MODIS,82,6.0NRT,316.0,31.8,D
5865,-30.737,152.531,305.1,1.1,1.0,2019-12-18,1245,Terra,MODIS,63,6.0NRT,290.5,7.7,N
5866,-12.477,136.464,327.3,2.0,1.4,2019-10-21,135,Terra,MODIS,26,6.0NRT,310.7,25.4,D
5867,-30.894000000000002,151.994,305.8,1.0,1.0,2019-11-09,1240,Terra,MODIS,41,6.0NRT,285.1,7.8,N
5868,-35.999,136.762,506.3,1.1,1.0,2020-01-03,500,Aqua,MODIS,100,6.0NRT,400.1,0.0,D
5869,-31.95,122.943,331.1,2.9,1.6,2019-11-11,620,Aqua,MODIS,50,6.0NRT,309.5,63.0,D
5870,-21.218000000000004,118.678,318.8,1.1,1.0,2020-01-01,1440,Terra,MODIS,97,6.0NRT,288.8,15.6,N
5871,-29.308000000000003,152.911,320.4,1.4,1.2,2019-11-23,1250,Terra,MODIS,100,6.0NRT,290.6,28.2,N
5872,-27.226,129.75,305.4,1.4,1.2,2019-10-30,1655,Aqua,MODIS,64,6.0NRT,295.4,7.7,N
5873,-37.053000000000004,147.07399999999998,336.8,1.8,1.3,2020-01-03,2345,Terra,MODIS,85,6.0NRT,306.1,65.8,D
5874,-29.043000000000003,153.192,362.3,2.4,1.5,2019-11-08,410,Aqua,MODIS,100,6.0NRT,312.5,282.2,D
5875,-31.3,124.01,355.6,1.0,1.0,2019-11-01,540,Aqua,MODIS,85,6.0NRT,305.0,66.9,D
5876,-28.778000000000002,152.293,351.4,1.0,1.0,2019-12-08,5,Terra,MODIS,94,6.0NRT,299.4,56.0,D
5877,-29.658,152.21,317.3,1.1,1.0,2019-11-16,1245,Terra,MODIS,93,6.0NRT,287.1,18.4,N
5878,-37.03,148.183,409.1,1.6,1.2,2020-01-03,2345,Terra,MODIS,100,6.0NRT,315.0,580.9,D
5879,-30.014,151.93200000000002,338.9,1.0,1.0,2019-12-07,340,Aqua,MODIS,84,6.0NRT,314.1,27.8,D
5880,-35.105,150.385,340.4,1.3,1.1,2019-12-18,2345,Terra,MODIS,86,6.0NRT,297.4,52.8,D
5881,-33.012,150.797,308.1,1.7,1.3,2019-12-30,1310,Terra,MODIS,68,6.0NRT,296.6,11.3,N
5882,-21.199,121.07799999999999,333.1,1.2,1.1,2019-11-27,200,Terra,MODIS,41,6.0NRT,315.0,10.2,D
5883,-36.457,149.928,306.1,3.7,1.8,2020-01-02,1340,Terra,MODIS,53,6.0NRT,287.5,54.5,N
5884,-34.205999999999996,150.214,334.1,1.4,1.2,2019-12-18,2345,Terra,MODIS,79,6.0NRT,309.3,30.7,D
5885,-29.349,153.062,300.1,1.9,1.3,2019-10-28,1530,Aqua,MODIS,14,6.0NRT,283.9,14.5,N
5886,-13.318,130.352,336.5,3.4,1.7,2019-11-19,535,Aqua,MODIS,65,6.0NRT,296.8,165.5,D
5887,-32.317,120.275,354.2,1.2,1.1,2019-12-15,605,Aqua,MODIS,48,6.0NRT,331.8,39.0,D
5888,-28.689,128.55700000000002,340.2,1.4,1.2,2019-12-28,120,Terra,MODIS,67,6.0NRT,317.5,24.3,D
5889,-31.247,123.65,334.1,2.0,1.4,2019-11-17,125,Terra,MODIS,74,6.0NRT,315.8,40.5,D
5890,-26.541999999999998,152.232,304.9,1.0,1.0,2019-11-09,1240,Terra,MODIS,62,6.0NRT,288.3,7.6,N
5891,-12.764000000000001,131.88,347.6,1.5,1.2,2019-10-22,510,Aqua,MODIS,90,6.0NRT,318.3,65.0,D
5892,-15.002,142.622,342.6,1.4,1.2,2019-12-08,425,Aqua,MODIS,47,6.0NRT,319.0,34.0,D
5893,-29.829,152.817,317.6,1.0,1.0,2019-11-10,1455,Aqua,MODIS,56,6.0NRT,288.4,16.6,N
5894,-16.892,124.384,361.2,3.1,1.7,2019-11-21,235,Terra,MODIS,100,6.0NRT,308.3,378.3,D
5895,-35.58,148.159,368.2,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,306.7,85.1,D
5896,-32.092,121.51899999999999,312.2,1.7,1.3,2019-12-19,1645,Aqua,MODIS,84,6.0NRT,292.8,24.7,N
5897,-37.459,147.566,340.2,1.4,1.2,2019-12-09,2355,Terra,MODIS,84,6.0NRT,294.0,59.5,D
5898,-35.073,150.444,375.0,1.0,1.0,2019-12-21,350,Aqua,MODIS,94,6.0NRT,275.1,126.4,D
5899,-36.983000000000004,147.352,334.6,1.2,1.1,2020-01-02,0,Terra,MODIS,86,6.0NRT,294.9,42.8,D
5900,-31.278000000000002,152.6,318.0,2.2,1.4,2019-10-26,2325,Terra,MODIS,62,6.0NRT,296.6,37.2,D
5901,-15.825999999999999,131.316,353.6,1.1,1.0,2019-10-17,450,Aqua,MODIS,95,6.0NRT,325.1,40.2,D
5902,-30.090999999999998,152.483,337.0,1.6,1.2,2019-11-16,320,Aqua,MODIS,84,6.0NRT,302.7,61.5,D
5903,-35.724000000000004,136.806,327.0,1.5,1.2,2020-01-01,510,Aqua,MODIS,68,6.0NRT,293.8,37.9,D
5904,-15.285,127.555,308.1,3.1,1.7,2019-12-14,1620,Aqua,MODIS,74,6.0NRT,282.5,47.2,N
5905,-34.955999999999996,150.13,327.3,1.7,1.3,2019-12-29,1225,Terra,MODIS,100,6.0NRT,289.1,52.7,N
5906,-18.881,143.66299999999998,308.1,3.9,1.8,2019-12-22,1225,Terra,MODIS,44,6.0NRT,297.5,32.5,N
5907,-37.658,148.589,314.2,1.2,1.1,2020-01-03,1245,Terra,MODIS,32,6.0NRT,292.4,15.3,N
5908,-18.33,144.02,336.7,1.3,1.1,2019-12-21,355,Aqua,MODIS,63,6.0NRT,311.9,19.0,D
5909,-15.644,130.748,311.3,1.0,1.0,2019-12-03,1640,Aqua,MODIS,37,6.0NRT,297.9,5.3,N
5910,-24.921999999999997,149.923,335.8,1.4,1.2,2019-12-03,405,Aqua,MODIS,76,6.0NRT,307.4,23.5,D
5911,-29.201999999999998,152.47,348.8,2.8,1.6,2019-11-09,35,Terra,MODIS,94,6.0NRT,298.6,239.1,D
5912,-33.205999999999996,147.137,325.6,2.2,1.4,2019-10-22,50,Terra,MODIS,36,6.0NRT,312.8,15.6,D
5913,-30.353,150.245,354.8,1.0,1.0,2019-10-27,345,Aqua,MODIS,97,6.0NRT,311.8,66.2,D
5914,-29.868000000000002,152.82299999999998,344.4,1.9,1.4,2019-11-09,315,Aqua,MODIS,57,6.0NRT,288.3,111.5,D
